sex,age,edu,marital,ls,trust,nofriend,smoke,alcabuse,wkabint,englang,height,weight,income
FEMALE,29,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,16,YES,NO,NO,ACTIVE,158,48,>1K
FEMALE,86,PRIMARY/NO EDUCATION,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,160,86,>1K
FEMALE,47,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,YES,NO,NO,PASSIVE,165,72,>1K
FEMALE,57,PRIMARY/NO EDUCATION,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,5,NO,NO,NO,NONE,167,87,<=1K
MALE,59,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,174,56,<=1K
MALE,16,PRIMARY/NO EDUCATION,SINGLE,DELIGHTED,ONE CAN`T BE TOO CAREFUL,22,NO,NO,NO,NONE,172,60,<=1K
FEMALE,69,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,7,NO,NO,NO,NONE,165,70,<=1K
MALE,24,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,ACTIVE,178,81,<=1K
MALE,44,SECONDARY,MARRIED,MIXED,IT`S DIFFICULT TO TELL,1,YES,NO,NO,NONE,175,125,>1K
FEMALE,66,POST-SECONDARY OR HIGHER,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,152,70,>1K
MALE,59,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,165,70,>1K
MALE,23,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,180,70,>1K
MALE,22,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,172,75,<=1K
MALE,43,PRIMARY/NO EDUCATION,SINGLE,MIXED,IT`S DIFFICULT TO TELL,6,YES,YES,NO,NONE,180,86,<=1K
FEMALE,51,VOCATIONAL/GRAMMAR,WIDOWED,MIXED,IT`S DIFFICULT TO TELL,4,NO,NO,NO,NONE,167,60,<=1K
FEMALE,16,PRIMARY/NO EDUCATION,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,NO,ACTIVE,176,63,<=1K
FEMALE,38,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,164,69,<=1K
MALE,44,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,ACTIVE,174,78,>1K
FEMALE,35,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,1,NO,NO,NO,PASSIVE,169,88,>1K
FEMALE,51,SECONDARY,MARRIED,MOSTLY DISSATISFIED,MOST PEOPLE CAN BE TRUSTED,8,YES,NO,NO,NONE,164,62,<=1K
MALE,61,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,NONE,167,72,>1K
FEMALE,31,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,9,NO,NO,NO,NONE,116,65,<=1K
FEMALE,59,PRIMARY/NO EDUCATION,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,20,YES,NO,NO,NONE,162,62,<=1K
FEMALE,70,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,158,85,<=1K
FEMALE,34,SECONDARY,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,160,55,>1K
FEMALE,65,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,164,62,>1K
MALE,46,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,YES,NONE,180,86,>1K
MALE,67,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,176,96,<=1K
FEMALE,58,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,160,61,<=1K
FEMALE,74,SECONDARY,DIVORCED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,168,46,<=1K
MALE,58,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,164,98,<=1K
FEMALE,60,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,158,60,>1K
FEMALE,39,VOCATIONAL/GRAMMAR,DIVORCED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,PASSIVE,162,54,<=1K
MALE,54,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,182,100,>1K
MALE,28,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,8,YES,NO,NO,ACTIVE,190,95,>1K
FEMALE,22,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,ACTIVE,163,56,<=1K
MALE,55,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,PASSIVE,167,70,>1K
MALE,38,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,184,95,>1K
MALE,39,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,YES,YES,NO,NONE,180,96,>1K
FEMALE,50,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,164,98,>1K
MALE,62,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,13,NO,NO,NO,NONE,178,98,<=1K
MALE,34,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,ACTIVE,174,88,<=1K
MALE,47,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,182,100,>1K
FEMALE,65,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,MOST PEOPLE CAN BE TRUSTED,8,NO,NO,NO,NONE,178,80,>1K
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,MIXED,IT`S DIFFICULT TO TELL,5,YES,YES,YES,NONE,180,75,<=1K
FEMALE,53,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,165,57,>1K
MALE,18,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,ACTIVE,180,98,<=1K
FEMALE,71,PRIMARY/NO EDUCATION,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,150,80,<=1K
FEMALE,44,VOCATIONAL/GRAMMAR,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,164,64,>1K
MALE,56,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,NONE,170,85,>1K
MALE,30,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,178,94,>1K
FEMALE,65,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,170,76,<=1K
MALE,31,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,30,YES,NO,NO,NONE,185,81,>1K
FEMALE,40,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,NONE,158,62,<=1K
FEMALE,62,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,NONE,155,54,>1K
MALE,29,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,180,107,>1K
FEMALE,39,SECONDARY,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,158,80,<=1K
FEMALE,64,POST-SECONDARY OR HIGHER,DIVORCED,MIXED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,157,64,>1K
MALE,33,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,YES,NONE,178,73,>1K
FEMALE,78,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,PASSIVE,153,59,>1K
MALE,63,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,168,85,>1K
FEMALE,22,SECONDARY,SINGLE,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,8,NO,NO,NO,ACTIVE,170,60,<=1K
FEMALE,41,SECONDARY,MARRIED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,5,YES,NO,NO,NONE,168,70,>1K
FEMALE,40,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,164,85,<=1K
FEMALE,38,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,PASSIVE,158,60,>1K
FEMALE,75,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,150,93,>1K
MALE,52,VOCATIONAL/GRAMMAR,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,0,YES,NO,YES,NONE,186,75,<=1K
FEMALE,51,SECONDARY,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,165,80,<=1K
FEMALE,55,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,176,80,<=1K
MALE,61,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,170,85,<=1K
MALE,61,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,NONE,170,82,>1K
FEMALE,63,SECONDARY,WIDOWED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,158,58,>1K
FEMALE,58,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,NONE,164,59,>1K
FEMALE,24,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,ACTIVE,170,60,<=1K
MALE,60,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,170,100,>1K
MALE,80,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,MOST PEOPLE CAN BE TRUSTED,1,YES,NO,NO,NONE,170,85,<=1K
MALE,68,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,162,65,>1K
FEMALE,53,SECONDARY,MARRIED,MIXED,MOST PEOPLE CAN BE TRUSTED,4,NO,NO,NO,NONE,164,86,>1K
FEMALE,47,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,169,80,>1K
FEMALE,90,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY DISSATISFIED,MOST PEOPLE CAN BE TRUSTED,2,NO,NO,NO,NONE,155,85,>1K
FEMALE,38,VOCATIONAL/GRAMMAR,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,2,YES,NO,NO,NONE,180,80,<=1K
FEMALE,44,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,158,54,<=1K
FEMALE,89,PRIMARY/NO EDUCATION,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,158,56,<=1K
FEMALE,69,PRIMARY/NO EDUCATION,WIDOWED,PLEASED,IT`S DIFFICULT TO TELL,6,NO,NO,NO,NONE,168,78,>1K
FEMALE,36,SECONDARY,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,5,NO,NO,NO,NONE,168,60,<=1K
FEMALE,36,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,PASSIVE,170,60,<=1K
FEMALE,61,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,155,75,<=1K
FEMALE,28,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,166,58,<=1K
MALE,33,POST-SECONDARY OR HIGHER,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,198,112,>1K
MALE,20,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,ACTIVE,194,79,>1K
FEMALE,25,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,163,51,<=1K
MALE,20,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,12,NO,NO,NO,PASSIVE,170,73,<=1K
FEMALE,51,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,20,NO,NO,NO,NONE,166,80,<=1K
MALE,21,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,180,70,>1K
MALE,41,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,YES,NO,NO,PASSIVE,182,64,<=1K
FEMALE,65,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,160,80,<=1K
MALE,26,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,PASSIVE,178,80,>1K
FEMALE,32,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,PASSIVE,164,75,>1K
FEMALE,76,SECONDARY,WIDOWED,PLEASED,MOST PEOPLE CAN BE TRUSTED,12,NO,NO,NO,NONE,156,89,>1K
FEMALE,57,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,10,YES,NO,NO,NONE,158,70,<=1K
FEMALE,86,PRIMARY/NO EDUCATION,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,165,80,<=1K
FEMALE,88,PRIMARY/NO EDUCATION,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,165,60,>1K
FEMALE,17,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,YES,NONE,176,52,<=1K
MALE,25,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,0,NO,NO,NO,ACTIVE,186,86,<=1K
MALE,63,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,3,NO,NO,NO,NONE,180,88,>1K
MALE,27,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,0,YES,NO,NO,NONE,174,70,<=1K
MALE,23,SECONDARY,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,PASSIVE,178,59,>1K
FEMALE,47,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,NONE,154,63,<=1K
MALE,31,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,3,YES,NO,NO,NONE,170,90,>1K
FEMALE,32,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,YES,NO,YES,NONE,160,56,<=1K
FEMALE,51,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,25,NO,NO,NO,NONE,164,90,<=1K
FEMALE,53,PRIMARY/NO EDUCATION,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,154,80,<=1K
MALE,55,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,12,YES,YES,NO,NONE,164,52,<=1K
MALE,58,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,170,90,>1K
MALE,32,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,NONE,178,79,<=1K
FEMALE,45,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,164,85,>1K
FEMALE,19,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,PASSIVE,175,76,<=1K
FEMALE,73,PRIMARY/NO EDUCATION,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,0,NO,NO,NO,NONE,158,60,<=1K
FEMALE,63,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,15,NO,NO,NO,NONE,162,88,<=1K
MALE,40,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,1,YES,NO,NO,NONE,176,63,<=1K
FEMALE,51,SECONDARY,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,YES,NO,NO,PASSIVE,166,55,>1K
FEMALE,46,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,IT`S DIFFICULT TO TELL,10,YES,NO,NO,PASSIVE,162,60,>1K
MALE,60,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,176,82,>1K
FEMALE,58,POST-SECONDARY OR HIGHER,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,PASSIVE,156,47,>1K
MALE,66,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,170,85,>1K
FEMALE,78,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,6,NO,NO,NO,NONE,158,58,>1K
MALE,17,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,8,NO,NO,NO,ACTIVE,171,65,<=1K
MALE,68,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,30,NO,NO,NO,NONE,163,72,>1K
FEMALE,28,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,IT`S DIFFICULT TO TELL,3,NO,YES,NO,ACTIVE,160,53,<=1K
FEMALE,58,SECONDARY,WIDOWED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,NONE,158,100,>1K
FEMALE,75,SECONDARY,WIDOWED,MOSTLY DISSATISFIED,MOST PEOPLE CAN BE TRUSTED,3,NO,NO,NO,NONE,164,70,>1K
FEMALE,19,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,PASSIVE,156,75,<=1K
FEMALE,27,SECONDARY,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,170,50,<=1K
FEMALE,42,POST-SECONDARY OR HIGHER,MARRIED,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,167,75,<=1K
FEMALE,81,SECONDARY,MARRIED,MIXED,IT`S DIFFICULT TO TELL,2,NO,NO,NO,NONE,162,60,>1K
FEMALE,68,SECONDARY,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,150,56,>1K
MALE,44,VOCATIONAL/GRAMMAR,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,40,NO,NO,NO,NONE,185,80,<=1K
MALE,33,VOCATIONAL/GRAMMAR,MARRIED,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,6,NO,NO,NO,NONE,170,60,>1K
FEMALE,36,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,YES,NONE,165,58,<=1K
FEMALE,37,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,4,NO,NO,NO,NONE,166,62,>1K
FEMALE,37,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,YES,NONE,171,76,<=1K
FEMALE,20,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,YES,NO,NO,PASSIVE,163,56,<=1K
MALE,32,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,NO,YES,NO,NONE,180,90,>1K
MALE,40,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,166,60,<=1K
MALE,51,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,170,90,<=1K
MALE,53,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,NONE,175,81,<=1K
MALE,51,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,YES,ACTIVE,184,85,>1K
FEMALE,60,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,3,NO,NO,NO,NONE,174,82,<=1K
MALE,76,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,NONE,160,75,>1K
MALE,76,PRIMARY/NO EDUCATION,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,0,NO,NO,NO,NONE,176,88,>1K
MALE,49,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,YES,NO,NO,NONE,163,54,<=1K
MALE,23,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,7,YES,NO,NO,PASSIVE,170,58,<=1K
MALE,19,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,ACTIVE,186,77,<=1K
FEMALE,75,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,164,62,>1K
MALE,24,SECONDARY,SINGLE,DELIGHTED,MOST PEOPLE CAN BE TRUSTED,15,YES,NO,NO,PASSIVE,198,80,>1K
FEMALE,71,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,5,NO,NO,NO,NONE,167,70,<=1K
FEMALE,68,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,167,58,>1K
FEMALE,83,SECONDARY,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,2,NO,NO,NO,NONE,160,58,>1K
MALE,30,POST-SECONDARY OR HIGHER,SINGLE,PLEASED,MOST PEOPLE CAN BE TRUSTED,10,NO,NO,NO,PASSIVE,180,90,>1K
FEMALE,46,POST-SECONDARY OR HIGHER,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,10,NO,NO,NO,ACTIVE,169,60,<=1K
FEMALE,40,SECONDARY,MARRIED,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,5,NO,NO,NO,PASSIVE,170,57,>1K
MALE,80,VOCATIONAL/GRAMMAR,WIDOWED,MIXED,ONE CAN`T BE TOO CAREFUL,0,YES,NO,NO,NONE,165,70,>1K
FEMALE,37,PRIMARY/NO EDUCATION,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,7,YES,NO,NO,NONE,172,50,<=1K
MALE,20,VOCATIONAL/GRAMMAR,SINGLE,MOSTLY SATISFIED,IT`S DIFFICULT TO TELL,10,NO,NO,NO,PASSIVE,165,63,<=1K
FEMALE,43,SECONDARY,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,PASSIVE,154,49,>1K
FEMALE,17,VOCATIONAL/GRAMMAR,SINGLE,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,ACTIVE,170,80,<=1K
MALE,36,SECONDARY,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,2,YES,YES,NO,PASSIVE,175,82,<=1K
MALE,44,PRIMARY/NO EDUCATION,MARRIED,MOSTLY DISSATISFIED,ONE CAN`T BE TOO CAREFUL,5,YES,NO,NO,NONE,170,85,<=1K
MALE,52,VOCATIONAL/GRAMMAR,MARRIED,DELIGHTED,ONE CAN`T BE TOO CAREFUL,8,NO,YES,NO,NONE,185,98,>1K
FEMALE,63,PRIMARY/NO EDUCATION,SINGLE,MIXED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,NONE,160,60,<=1K
FEMALE,22,SECONDARY,SINGLE,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,4,NO,NO,NO,PASSIVE,160,48,<=1K
FEMALE,44,POST-SECONDARY OR HIGHER,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,1,NO,NO,NO,PASSIVE,174,78,>1K
MALE,48,VOCATIONAL/GRAMMAR,MARRIED,MOSTLY SATISFIED,ONE CAN`T BE TOO CAREFUL,15,YES,YES,NO,NONE,178,67,>1K
MALE,74,VOCATIONAL/GRAMMAR,MARRIED,PLEASED,ONE CAN`T BE TOO CAREFUL,6,NO,NO,NO,NONE,180,85,<=1K
