"sex","age","edu","marital","income","ls","trust","nofriend","smoke","alcabuse","wkabint","englang","height","weight"
"FEMALE",64,"POST-SECONDARY OR HIGHER","DIVORCED",2000,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","NONE",165,72
"FEMALE",33,"POST-SECONDARY OR HIGHER","MARRIED",1800,"DELIGHTED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","PASSIVE",170,60
"FEMALE",64,"SECONDARY","MARRIED",1100,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",40,"NO","NO","NO","NONE",168,100
"MALE",37,"VOCATIONAL/GRAMMAR","MARRIED",1400,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",174,96
"FEMALE",54,"SECONDARY","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",160,60
"FEMALE",67,"PRIMARY/NO EDUCATION","MARRIED",1100,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",8,"YES","NO","NO","NONE",164,68
"MALE",79,"PRIMARY/NO EDUCATION","MARRIED",800,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",178,82
"FEMALE",55,"PRIMARY/NO EDUCATION","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",172,60
"MALE",41,"VOCATIONAL/GRAMMAR","SINGLE",350,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",8,"NO","YES","NO","NONE",162,70
"FEMALE",57,"PRIMARY/NO EDUCATION","MARRIED",1846,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",156,55
"MALE",59,"SECONDARY","MARRIED",1800,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",20,"YES","NO","NO","NONE",174,106
"FEMALE",57,"PRIMARY/NO EDUCATION","WIDOWED",600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",159,74
"MALE",52,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",4,"YES","YES","NO","NONE",176,90
"FEMALE",62,"SECONDARY","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",159,60
"MALE",25,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",173,65
"MALE",73,"POST-SECONDARY OR HIGHER","MARRIED",8000,"PLEASED","ONE CAN`T BE TOO CAREFUL",17,"YES","NO","NO","NONE",172,95
"FEMALE",68,"VOCATIONAL/GRAMMAR","WIDOWED",1050,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",158,90
"FEMALE",32,"VOCATIONAL/GRAMMAR","MARRIED",700,"PLEASED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","NONE",164,70
"FEMALE",90,"PRIMARY/NO EDUCATION","WIDOWED",0,"UNHAPPY","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",172,68
"MALE",27,"VOCATIONAL/GRAMMAR","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","NONE",182,82
"FEMALE",51,"VOCATIONAL/GRAMMAR","WIDOWED",300,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",7,"NO","NO","NO","NONE",171,64
"FEMALE",53,"SECONDARY","MARRIED",500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",172,70
"FEMALE",82,"PRIMARY/NO EDUCATION","WIDOWED",1800,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",160,76
"FEMALE",22,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",170,53
"FEMALE",44,"SECONDARY","MARRIED",1200,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",160,58
"FEMALE",30,"VOCATIONAL/GRAMMAR","MARRIED",450,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",156,75
"MALE",22,"POST-SECONDARY OR HIGHER","SINGLE",4771,"PLEASED","ONE CAN`T BE TOO CAREFUL",25,"YES","YES","YES","PASSIVE",175,82
"FEMALE",37,"SECONDARY","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","PASSIVE",163,63
"FEMALE",58,"VOCATIONAL/GRAMMAR","WIDOWED",0,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",176,78
"FEMALE",34,"PRIMARY/NO EDUCATION","SINGLE",0,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",159,52
"MALE",35,"POST-SECONDARY OR HIGHER","MARRIED",400,"PLEASED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",176,58
"FEMALE",75,"VOCATIONAL/GRAMMAR","WIDOWED",1600,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",165,76
"FEMALE",36,"SECONDARY","SINGLE",600,"PLEASED","MOST PEOPLE CAN BE TRUSTED",20,"NO","NO","NO","PASSIVE",161,55
"FEMALE",52,"SECONDARY","MARRIED",1300,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",160,63
"MALE",38,"POST-SECONDARY OR HIGHER","SINGLE",0,"TERRIBLE","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","PASSIVE",194,89
"FEMALE",52,"SECONDARY","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",160,85
"MALE",19,"VOCATIONAL/GRAMMAR","SINGLE",1600,"MOSTLY DISSATISFIED","MOST PEOPLE CAN BE TRUSTED",4,"YES","NO","YES","ACTIVE",173,87
"MALE",27,"VOCATIONAL/GRAMMAR","SINGLE",765,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",170,92
"MALE",32,"VOCATIONAL/GRAMMAR","MARRIED",300,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",170,78
"MALE",61,"PRIMARY/NO EDUCATION","MARRIED",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",174,90
"MALE",54,"PRIMARY/NO EDUCATION","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",180,75
"FEMALE",51,"SECONDARY","MARRIED",1680,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",160,60
"MALE",35,"POST-SECONDARY OR HIGHER","MARRIED",3700,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",185,70
"FEMALE",78,"PRIMARY/NO EDUCATION","WIDOWED",1800,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",2,"YES","NO","NO","NONE",158,65
"MALE",67,"PRIMARY/NO EDUCATION","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"YES","YES","NO","NONE",164,63
"MALE",63,"POST-SECONDARY OR HIGHER","MARRIED",1876,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",180,87
"FEMALE",77,"SECONDARY","MARRIED",1800,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",165,80
"MALE",42,"SECONDARY","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",172,96
"MALE",41,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",20,"YES","NO","NO","NONE",165,90
"MALE",70,"PRIMARY/NO EDUCATION","MARRIED",1700,"PLEASED","MOST PEOPLE CAN BE TRUSTED",4,"NO","NO","NO","NONE",178,100
"MALE",29,"POST-SECONDARY OR HIGHER","MARRIED",1900,"PLEASED","ONE CAN`T BE TOO CAREFUL",12,"YES","NO","NO","PASSIVE",190,52
"FEMALE",35,"SECONDARY","WIDOWED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",160,60
"FEMALE",63,"VOCATIONAL/GRAMMAR","MARRIED",2000,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",10,"NO","NO","NO","NONE",160,70
"FEMALE",46,"SECONDARY","MARRIED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","PASSIVE",168,76
"FEMALE",80,"PRIMARY/NO EDUCATION","WIDOWED",1500,"MIXED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",170,65
"MALE",58,"POST-SECONDARY OR HIGHER","MARRIED",2600,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",176,105
"MALE",81,"VOCATIONAL/GRAMMAR","MARRIED",1420,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",15,"NO","NO","NO","NONE",170,86
"MALE",22,"POST-SECONDARY OR HIGHER","SINGLE",1300,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",20,"NO","NO","NO","ACTIVE",190,60
"FEMALE",19,"SECONDARY","SINGLE",1200,"PLEASED","ONE CAN`T BE TOO CAREFUL",14,"NO","NO","NO","ACTIVE",172,50
"FEMALE",63,"SECONDARY","MARRIED",3500,"UNHAPPY","MOST PEOPLE CAN BE TRUSTED",4,"NO","NO","NO","NONE",160,56
"FEMALE",33,"SECONDARY","SINGLE",900,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",168,67
"MALE",34,"POST-SECONDARY OR HIGHER","SINGLE",2000,"MIXED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","PASSIVE",182,85
"MALE",56,"VOCATIONAL/GRAMMAR","MARRIED",850,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"YES","NO","NO","NONE",182,98
"FEMALE",56,"POST-SECONDARY OR HIGHER","MARRIED",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",160,60
"MALE",26,"POST-SECONDARY OR HIGHER","MARRIED",1900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","ACTIVE",180,97
"MALE",20,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","YES","NONE",172,76
"FEMALE",45,"SECONDARY","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",160,73
"FEMALE",80,"PRIMARY/NO EDUCATION","MARRIED",0,"MIXED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","NONE",162,60
"MALE",50,"POST-SECONDARY OR HIGHER","MARRIED",4800,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",178,90
"FEMALE",60,"PRIMARY/NO EDUCATION","WIDOWED",940,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",11,"NO","NO","NO","NONE",165,53
"FEMALE",38,"SECONDARY","MARRIED",840,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",158,68
"FEMALE",55,"PRIMARY/NO EDUCATION","MARRIED",1300,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",160,55
"FEMALE",35,"VOCATIONAL/GRAMMAR","MARRIED",900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"YES","YES","NO","NONE",172,58
"FEMALE",71,"PRIMARY/NO EDUCATION","WIDOWED",600,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",164,80
"MALE",60,"PRIMARY/NO EDUCATION","MARRIED",1300,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",171,63
"FEMALE",20,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"YES","NO","YES","NONE",165,57
"FEMALE",34,"SECONDARY","SINGLE",0,"PLEASED","IT`S DIFFICULT TO TELL",1,"NO","NO","NO","NONE",170,94
"MALE",61,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",178,96
"FEMALE",27,"POST-SECONDARY OR HIGHER","SINGLE",850,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","ACTIVE",170,70
"MALE",56,"VOCATIONAL/GRAMMAR","MARRIED",1300,"PLEASED","IT`S DIFFICULT TO TELL",0,"YES","NO","NO","NONE",180,76
"FEMALE",83,"PRIMARY/NO EDUCATION","WIDOWED",1600,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",162,65
"FEMALE",58,"VOCATIONAL/GRAMMAR","WIDOWED",2000,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",182,92
"FEMALE",43,"SECONDARY","MARRIED",2000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",5,"NO","NO","NO","PASSIVE",165,54
"MALE",39,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","ACTIVE",185,77
"MALE",33,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",7,"NO","NO","NO","NONE",184,76
"FEMALE",75,"POST-SECONDARY OR HIGHER","DIVORCED",1500,"MIXED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",158,54
"FEMALE",55,"SECONDARY","MARRIED",2700,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","PASSIVE",170,65
"FEMALE",47,"SECONDARY","WIDOWED",1650,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",5,"NO","NO","NO","PASSIVE",160,50
"FEMALE",72,"SECONDARY","WIDOWED",2100,"MIXED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",156,56
"MALE",86,"VOCATIONAL/GRAMMAR","WIDOWED",600,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",165,83
"MALE",31,"SECONDARY","MARRIED",7000,"PLEASED","MOST PEOPLE CAN BE TRUSTED",5,"YES","YES","YES","NONE",179,91
"MALE",63,"PRIMARY/NO EDUCATION","MARRIED",1000,"PLEASED","IT`S DIFFICULT TO TELL",5,"NO","NO","NO","NONE",182,85
"FEMALE",60,"POST-SECONDARY OR HIGHER","MARRIED",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",12,"NO","NO","NO","NONE",158,65
"MALE",52,"POST-SECONDARY OR HIGHER","MARRIED",826,"MIXED","MOST PEOPLE CAN BE TRUSTED",4,"NO","NO","NO","NONE",178,83
"FEMALE",60,"SECONDARY","MARRIED",0,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",3,"YES","NO","NO","NONE",154,60
"MALE",73,"VOCATIONAL/GRAMMAR","MARRIED",440,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",5,"NO","NO","NO","NONE",176,115
"FEMALE",79,"PRIMARY/NO EDUCATION","MARRIED",2400,"MIXED","ONE CAN`T BE TOO CAREFUL",6,"YES","NO","NO","NONE",152,90
"FEMALE",52,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","NONE",176,63
"FEMALE",74,"PRIMARY/NO EDUCATION","WIDOWED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",2,"YES","NO","NO","NONE",160,65
"FEMALE",42,"POST-SECONDARY OR HIGHER","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","ACTIVE",171,94
"FEMALE",45,"POST-SECONDARY OR HIGHER","DIVORCED",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","YES","PASSIVE",164,60
"MALE",21,"VOCATIONAL/GRAMMAR","MARRIED",2300,"PLEASED","IT`S DIFFICULT TO TELL",10,"NO","NO","NO","NONE",189,80
"MALE",80,"POST-SECONDARY OR HIGHER","MARRIED",15000,"DELIGHTED","MOST PEOPLE CAN BE TRUSTED",12,"NO","NO","NO","NONE",180,96
"FEMALE",24,"POST-SECONDARY OR HIGHER","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","ACTIVE",162,51
"FEMALE",35,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"YES","NO","NO","NONE",160,56
"MALE",63,"POST-SECONDARY OR HIGHER","MARRIED",5400,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","PASSIVE",162,85
"FEMALE",71,"SECONDARY","MARRIED",1450,"PLEASED","IT`S DIFFICULT TO TELL",20,"NO","NO","NO","NONE",178,86
"MALE",67,"PRIMARY/NO EDUCATION","MARRIED",870,"PLEASED","ONE CAN`T BE TOO CAREFUL",20,"YES","NO","NO","NONE",176,75
"MALE",38,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",2,"YES","YES","NO","NONE",187,78
"MALE",40,"SECONDARY","MARRIED",2500,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",2,"NO","NO","NO","PASSIVE",178,90
"FEMALE",43,"VOCATIONAL/GRAMMAR","WIDOWED",1300,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",162,72
"MALE",59,"VOCATIONAL/GRAMMAR","MARRIED",3300,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",178,100
"MALE",33,"SECONDARY","SINGLE",900,"PLEASED","IT`S DIFFICULT TO TELL",20,"NO","NO","YES","ACTIVE",185,72
"FEMALE",34,"SECONDARY","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"NO","NO","NO","NONE",176,55
"MALE",46,"PRIMARY/NO EDUCATION","DIVORCED",1300,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",20,"YES","NO","NO","NONE",172,70
"FEMALE",80,"VOCATIONAL/GRAMMAR","WIDOWED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",160,80
"MALE",36,"VOCATIONAL/GRAMMAR","SINGLE",1400,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",181,97
"FEMALE",61,"PRIMARY/NO EDUCATION","MARRIED",1300,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",150,65
"FEMALE",21,"VOCATIONAL/GRAMMAR","MARRIED",1600,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"YES","NO","NO","PASSIVE",173,60
"MALE",35,"SECONDARY","SINGLE",360,"PLEASED","ONE CAN`T BE TOO CAREFUL",3,"NO","NO","NO","PASSIVE",179,100
"FEMALE",77,"VOCATIONAL/GRAMMAR","WIDOWED",1500,"PLEASED","MOST PEOPLE CAN BE TRUSTED",0,"NO","NO","NO","NONE",164,78
"FEMALE",39,"PRIMARY/NO EDUCATION","DIVORCED",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",7,"YES","NO","YES","NONE",160,56
"FEMALE",52,"POST-SECONDARY OR HIGHER","MARRIED",1100,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",150,60
"MALE",57,"VOCATIONAL/GRAMMAR","MARRIED",1500,"MIXED","IT`S DIFFICULT TO TELL",4,"NO","YES","NO","NONE",176,98
"FEMALE",33,"SECONDARY","SINGLE",840,"DELIGHTED","IT`S DIFFICULT TO TELL",5,"NO","NO","NO","PASSIVE",178,50
"MALE",68,"POST-SECONDARY OR HIGHER","MARRIED",1300,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",182,100
"FEMALE",69,"PRIMARY/NO EDUCATION","MARRIED",0,"MIXED","ONE CAN`T BE TOO CAREFUL",5,"YES","NO","NO","NONE",160,68
"FEMALE",61,"VOCATIONAL/GRAMMAR","MARRIED",500,"MIXED","ONE CAN`T BE TOO CAREFUL",8,"YES","YES","NO","NONE",163,60
"FEMALE",34,"VOCATIONAL/GRAMMAR","MARRIED",3700,"PLEASED","ONE CAN`T BE TOO CAREFUL",8,"YES","NO","NO","NONE",160,55
"MALE",65,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",20,"NO","NO","NO","PASSIVE",164,98
"FEMALE",69,"PRIMARY/NO EDUCATION","MARRIED",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",156,57
"FEMALE",37,"POST-SECONDARY OR HIGHER","DIVORCED",200,"TERRIBLE","IT`S DIFFICULT TO TELL",2,"YES","NO","YES","ACTIVE",176,50
"MALE",82,"SECONDARY","MARRIED",2000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",3,"NO","YES","NO","NONE",165,89
"FEMALE",60,"VOCATIONAL/GRAMMAR","WIDOWED",1200,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",158,83
"MALE",43,"VOCATIONAL/GRAMMAR","MARRIED",700,"PLEASED","MOST PEOPLE CAN BE TRUSTED",15,"NO","NO","NO","NONE",178,76
"MALE",26,"VOCATIONAL/GRAMMAR","SINGLE",1600,"MOSTLY DISSATISFIED","MOST PEOPLE CAN BE TRUSTED",1,"YES","YES","NO","NONE",180,71
"MALE",41,"VOCATIONAL/GRAMMAR","MARRIED",1220,"PLEASED","IT`S DIFFICULT TO TELL",6,"YES","NO","NO","NONE",174,83
"MALE",58,"SECONDARY","MARRIED",1000,"UNHAPPY","IT`S DIFFICULT TO TELL",5,"NO","NO","NO","NONE",175,90
"MALE",22,"SECONDARY","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","ACTIVE",178,100
"FEMALE",24,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"YES","YES","NO","NONE",164,70
"MALE",39,"VOCATIONAL/GRAMMAR","MARRIED",0,"PLEASED","MOST PEOPLE CAN BE TRUSTED",15,"YES","NO","NO","NONE",180,105
"MALE",21,"POST-SECONDARY OR HIGHER","SINGLE",700,"PLEASED","MOST PEOPLE CAN BE TRUSTED",10,"NO","NO","NO","ACTIVE",178,60
"FEMALE",18,"VOCATIONAL/GRAMMAR","SINGLE",0,"PLEASED","ONE CAN`T BE TOO CAREFUL",12,"NO","NO","YES","ACTIVE",164,64
"FEMALE",42,"SECONDARY","MARRIED",1150,"PLEASED","IT`S DIFFICULT TO TELL",4,"NO","NO","YES","ACTIVE",170,90
"MALE",19,"SECONDARY","MARRIED",1520,"MIXED","IT`S DIFFICULT TO TELL",1,"YES","NO","NO","NONE",170,73
"FEMALE",58,"SECONDARY","MARRIED",1500,"PLEASED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","PASSIVE",154,68
"MALE",78,"POST-SECONDARY OR HIGHER","MARRIED",5000,"PLEASED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","NO","NONE",180,115
"MALE",29,"VOCATIONAL/GRAMMAR","MARRIED",3500,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","YES","NONE",175,70
"MALE",25,"VOCATIONAL/GRAMMAR","MARRIED",1300,"PLEASED","MOST PEOPLE CAN BE TRUSTED",20,"NO","NO","NO","NONE",172,90
"MALE",24,"VOCATIONAL/GRAMMAR","SINGLE",0,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",6,"NO","NO","YES","ACTIVE",178,83
"FEMALE",78,"PRIMARY/NO EDUCATION","WIDOWED",1500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",0,"NO","NO","NO","NONE",160,80
"FEMALE",65,"VOCATIONAL/GRAMMAR","MARRIED",1000,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","NONE",165,68
"FEMALE",50,"SECONDARY","MARRIED",1400,"PLEASED","ONE CAN`T BE TOO CAREFUL",4,"NO","NO","NO","NONE",170,70
"FEMALE",47,"SECONDARY","WIDOWED",1600,"PLEASED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","NONE",160,55
"MALE",74,"SECONDARY","MARRIED",2100,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","PASSIVE",162,78
"FEMALE",38,"VOCATIONAL/GRAMMAR","MARRIED",0,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",2,"YES","NO","NO","NONE",165,64
"FEMALE",61,"PRIMARY/NO EDUCATION","MARRIED",1100,"MIXED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",156,65
"MALE",74,"VOCATIONAL/GRAMMAR","MARRIED",1000,"PLEASED","ONE CAN`T BE TOO CAREFUL",5,"NO","NO","NO","NONE",176,72
"FEMALE",60,"SECONDARY","WIDOWED",1600,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",6,"NO","YES","NO","NONE",164,80
"MALE",23,"VOCATIONAL/GRAMMAR","SINGLE",900,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",2,"NO","NO","NO","ACTIVE",183,80
"MALE",77,"VOCATIONAL/GRAMMAR","MARRIED",1500,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",4,"YES","NO","NO","NONE",173,75
"MALE",69,"VOCATIONAL/GRAMMAR","MARRIED",2000,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","NONE",177,112
"FEMALE",19,"SECONDARY","SINGLE",1000,"MIXED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","ACTIVE",182,55
"FEMALE",32,"SECONDARY","DIVORCED",1500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","YES","PASSIVE",167,50
"MALE",57,"VOCATIONAL/GRAMMAR","MARRIED",3500,"MOSTLY SATISFIED","ONE CAN`T BE TOO CAREFUL",1,"NO","NO","NO","NONE",168,90
"MALE",50,"SECONDARY","MARRIED",3600,"MOSTLY SATISFIED","MOST PEOPLE CAN BE TRUSTED",3,"NO","NO","NO","NONE",164,76
"FEMALE",39,"PRIMARY/NO EDUCATION","SINGLE",0,"MOSTLY DISSATISFIED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","PASSIVE",160,76
"FEMALE",64,"SECONDARY","MARRIED",1800,"PLEASED","ONE CAN`T BE TOO CAREFUL",10,"NO","NO","NO","NONE",172,60
"MALE",35,"SECONDARY","SINGLE",800,"MOSTLY SATISFIED","IT`S DIFFICULT TO TELL",3,"NO","NO","NO","PASSIVE",176,64
