"age","workclass","education","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
38,"Private","Some-college","Divorced","Prof-specialty","Not-in-family","White","Female",0,0,32,"United-States","<=50K"
20,"Private","HS-grad","Never-married","Sales","Not-in-family","Asian-Pac-Islander","Female",0,0,25,"United-States","<=50K"
51,"Private","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
21,"Private","HS-grad","Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
36,"Private","Some-college","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
50,"Private","HS-grad","Separated","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
38,"Private","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
25,"Local-gov","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
23,"Private","Some-college","Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
36,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K"
41,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"Europe","<=50K"
34,"Private","Masters","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
19,"State-gov","Some-college","Never-married","Other-service","Own-child","White","Male",0,0,10,"United-States","<=50K"
18,"Private","10th","Never-married","Other-service","Own-child","White","Female",0,0,3,"United-States","<=50K"
36,"Private","10th","Divorced","Sales","Own-child","White","Male",0,0,40,"United-States","<=50K"
46,"Private","Some-college","Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,40,"United-States",">50K"
29,"Private","Some-college","Never-married","Craft-repair","Own-child","White","Male",0,0,45,"United-States","<=50K"
23,"Private","HS-grad","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,32,"United-States","<=50K"
35,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
35,"Private","HS-grad","Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
40,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
22,"Private","Some-college","Never-married","Transport-moving","Own-child","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
19,"State-gov","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,15,"United-States","<=50K"
70,"Private","11th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private","Some-college","Divorced","Transport-moving","Not-in-family","Black","Male",0,0,55,"United-States","<=50K"
35,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
25,"Private","Some-college","Never-married","Other-service","Own-child","White","Female",0,0,35,"United-States","<=50K"
39,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",">50K"
43,"Private","Assoc-acdm","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States","<=50K"
37,"Federal-gov","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"Asia",">50K"
51,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",7298,0,40,"South-America",">50K"
20,"Private","HS-grad","Never-married","Other-service","Own-child","Black","Male",0,0,40,"United-States","<=50K"
21,"Private","Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
47,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Wife","Black","Female",0,0,40,"United-States","<=50K"
44,"Private","Assoc-acdm","Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States","<=50K"
17,"Private","9th","Never-married","Handlers-cleaners","Own-child","White","Male",0,1719,15,"United-States","<=50K"
25,"Private","11th","Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
43,"State-gov","Doctorate","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
46,"Federal-gov","Assoc-voc","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",">50K"
42,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,60,"United-States","<=50K"
46,"Local-gov","Masters","Divorced","Prof-specialty","Not-in-family","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
22,"Private","Some-college","Never-married","Other-service","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
49,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
21,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,"United-States","<=50K"
53,"Private","Masters","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
43,"Private","Some-college","Divorced","Craft-repair","Unmarried","White","Male",0,0,42,"United-States","<=50K"
22,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,50,"United-States","<=50K"
33,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Female",10520,0,45,"United-States",">50K"
28,"Private","Assoc-voc","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
25,"Private","Some-college","Never-married","Tech-support","Unmarried","White","Female",0,0,24,"United-States","<=50K"
40,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,40,"Asia",">50K"
50,"Private","Some-college","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States",">50K"
48,"Self-emp-not-inc","Some-college","Divorced","Sales","Unmarried","White","Male",0,0,65,"United-States",">50K"
30,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private","HS-grad","Married-spouse-absent","Other-service","Unmarried","Black","Female",0,0,38,"United-States","<=50K"
34,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
42,"Private","Bachelors","Married-civ-spouse","Adm-clerical","Husband","Asian-Pac-Islander","Male",0,0,40,"United-States",">50K"
48,"Self-emp-not-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,65,"United-States","<=50K"
38,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,45,"United-States",">50K"
29,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private","10th","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
64,"Private","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Male",27828,0,55,"United-States",">50K"
44,"Private","Assoc-voc","Married-civ-spouse","Transport-moving","Wife","White","Female",0,0,25,"United-States","<=50K"
42,"Federal-gov","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,50,"United-States",">50K"
49,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States","<=50K"
25,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
33,"Private","Bachelors","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
38,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K"
20,"Private","HS-grad","Never-married","Sales","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
44,"Private","HS-grad","Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
45,"Private","Bachelors","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
27,"Self-emp-inc","HS-grad","Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
18,"Private","HS-grad","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States","<=50K"
38,"Private","HS-grad","Divorced","Craft-repair","Unmarried","White","Male",0,0,50,"United-States","<=50K"
45,"Private","11th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,42,"United-States","<=50K"
27,"Local-gov","HS-grad","Never-married","Protective-serv","Not-in-family","Black","Male",2174,0,40,"United-States","<=50K"
64,"Private","5th-6th","Widowed","Other-service","Not-in-family","Black","Female",0,0,16,"United-States","<=50K"
66,"Local-gov","HS-grad","Married-civ-spouse","Exec-managerial","Husband","White","Male",3432,0,20,"United-States","<=50K"
34,"Private","Bachelors","Never-married","Sales","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
45,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
42,"Self-emp-not-inc","HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
32,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,60,"United-States",">50K"
26,"Private","10th","Never-married","Adm-clerical","Not-in-family","Black","Male",0,0,20,"United-States","<=50K"
27,"Private","Assoc-voc","Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"United-States","<=50K"
21,"Private","Some-college","Never-married","Sales","Other-relative","White","Female",0,0,40,"United-States","<=50K"
47,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
20,"State-gov","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
46,"State-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,38,"United-States",">50K"
55,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
28,"Private","Some-college","Never-married","Tech-support","Own-child","White","Female",0,0,24,"United-States","<=50K"
21,"Private","Some-college","Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
36,"Private","HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
29,"Private","Doctorate","Divorced","Prof-specialty","Not-in-family","White","Female",0,0,60,"United-States",">50K"
37,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
81,"Self-emp-not-inc","1st-4th","Widowed","Sales","Other-relative","White","Male",0,0,45,"Mexico","<=50K"
41,"Private","Some-college","Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
29,"Private","Bachelors","Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
30,"Self-emp-not-inc","Assoc-acdm","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
25,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
42,"Federal-gov","HS-grad","Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
30,"Private","HS-grad","Divorced","Transport-moving","Own-child","Black","Male",0,0,40,"United-States","<=50K"
18,"Private","HS-grad","Never-married","Other-service","Own-child","White","Male",0,0,35,"United-States","<=50K"
26,"Private","11th","Never-married","Machine-op-inspct","Unmarried","White","Male",6497,0,48,"United-States","<=50K"
30,"Private","Some-college","Never-married","Protective-serv","Own-child","White","Male",0,0,48,"United-States","<=50K"
61,"Private","Assoc-acdm","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,42,"United-States","<=50K"
21,"Private","HS-grad","Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
53,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States","<=50K"
41,"Self-emp-inc","Prof-school","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,2415,55,"United-States",">50K"
43,"Self-emp-inc","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,45,"United-States",">50K"
60,"Private","7th-8th","Separated","Priv-house-serv","Unmarried","Black","Female",0,0,15,"United-States","<=50K"
47,"Private","10th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
48,"Private","Some-college","Divorced","Adm-clerical","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
32,"Private","Bachelors","Never-married","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
31,"Private","Bachelors","Never-married","Prof-specialty","Unmarried","White","Male",0,0,40,"United-States","<=50K"
33,"State-gov","Masters","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
27,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K"
44,"Private","HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",">50K"
44,"Private","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,45,"United-States",">50K"
37,"Private","Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
34,"Private","HS-grad","Divorced","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
51,"Federal-gov","Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
51,"Private","Masters","Divorced","Protective-serv","Unmarried","White","Male",0,0,40,"United-States","<=50K"
25,"Local-gov","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","<=50K"
25,"Private","Bachelors","Never-married","Other-service","Not-in-family","Black","Female",0,0,24,"South-America","<=50K"
29,"Federal-gov","Bachelors","Married-AF-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
36,"Self-emp-not-inc","HS-grad","Never-married","Farming-fishing","Not-in-family","White","Male",0,0,70,"United-States",">50K"
55,"Private","HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
39,"Private","Bachelors","Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
31,"Private","10th","Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
31,"Private","Prof-school","Married-civ-spouse","Tech-support","Husband","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
51,"Self-emp-inc","Assoc-voc","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
30,"Private","Assoc-voc","Never-married","Adm-clerical","Other-relative","Asian-Pac-Islander","Male",2463,0,40,"Asia","<=50K"
62,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,32,"United-States","<=50K"
37,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",99999,0,60,"United-States",">50K"
30,"Self-emp-inc","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",7688,0,50,"United-States",">50K"
27,"Private","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,52,"United-States","<=50K"
32,"Private","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,45,"United-States",">50K"
23,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Male",0,0,30,"United-States","<=50K"
35,"Self-emp-not-inc","9th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
46,"Private","Assoc-acdm","Never-married","Prof-specialty","Unmarried","White","Female",0,0,36,"United-States","<=50K"
45,"Self-emp-inc","Bachelors","Divorced","Exec-managerial","Unmarried","White","Male",0,0,50,"United-States",">50K"
27,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K"
46,"Private","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
22,"Private","11th","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States","<=50K"
37,"State-gov","Some-college","Divorced","Prof-specialty","Unmarried","White","Female",0,0,30,"United-States","<=50K"
42,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"OtherUS","<=50K"
45,"Private","HS-grad","Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
33,"State-gov","Assoc-voc","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K"
46,"Private","Assoc-voc","Married-spouse-absent","Machine-op-inspct","Unmarried","White","Male",0,0,40,"United-States","<=50K"
24,"Private","HS-grad","Never-married","Transport-moving","Own-child","White","Male",0,0,50,"United-States","<=50K"
56,"Private","HS-grad","Separated","Craft-repair","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
34,"Private","Some-college","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,12,"United-States",">50K"
50,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",">50K"
48,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
45,"Private","11th","Married-civ-spouse","Other-service","Wife","White","Female",0,0,36,"United-States","<=50K"
55,"Private","Assoc-voc","Married-civ-spouse","Transport-moving","Husband","White","Male",5178,0,50,"United-States",">50K"
41,"State-gov","Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
66,"Private","Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,24,"United-States","<=50K"
29,"Federal-gov","Some-college","Never-married","Prof-specialty","Not-in-family","White","Female",0,1408,40,"United-States","<=50K"
37,"Private","Some-college","Married-civ-spouse","Tech-support","Wife","White","Female",5013,0,40,"United-States","<=50K"
61,"Private","Assoc-acdm","Married-civ-spouse","Sales","Husband","White","Male",15024,0,40,"United-States",">50K"
64,"Private","Bachelors","Divorced","Exec-managerial","Unmarried","White","Male",27828,0,50,"United-States",">50K"
35,"Private","HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,35,"United-States","<=50K"
22,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
58,"Private","7th-8th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",2936,0,50,"Mexico","<=50K"
58,"Private","Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States",">50K"
24,"Private","HS-grad","Never-married","Handlers-cleaners","Own-child","White","Female",0,0,48,"United-States","<=50K"
34,"Private","Some-college","Divorced","Prof-specialty","Unmarried","White","Female",0,0,6,"United-States","<=50K"
33,"Local-gov","Masters","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
33,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
17,"Private","11th","Never-married","Other-service","Own-child","White","Female",0,0,15,"United-States","<=50K"
27,"Private","Bachelors","Married-civ-spouse","Sales","Other-relative","White","Male",0,0,40,"United-States",">50K"
20,"Self-emp-inc","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
52,"Private","Bachelors","Divorced","Prof-specialty","Unmarried","White","Female",0,1755,40,"United-States",">50K"
30,"Private","7th-8th","Divorced","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
22,"Private","Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
20,"Private","Assoc-acdm","Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
49,"Private","Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,50,"United-States",">50K"
46,"Federal-gov","HS-grad","Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,80,"United-States",">50K"
17,"Private","10th","Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States","<=50K"
45,"Private","1st-4th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico","<=50K"
27,"Private","Bachelors","Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
45,"Self-emp-inc","Assoc-voc","Divorced","Sales","Unmarried","White","Female",0,0,30,"United-States","<=50K"
26,"Self-emp-inc","HS-grad","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,78,"United-States",">50K"
23,"Private","Assoc-acdm","Never-married","Adm-clerical","Own-child","White","Female",0,1974,20,"United-States","<=50K"
44,"Local-gov","Bachelors","Divorced","Prof-specialty","Unmarried","White","Male",0,0,45,"United-States","<=50K"
36,"Private","Bachelors","Divorced","Exec-managerial","Not-in-family","White","Male",0,1741,40,"United-States","<=50K"
35,"Private","9th","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
56,"Private","Bachelors","Married-spouse-absent","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
47,"Private","Masters","Divorced","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
32,"Private","Bachelors","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,50,"United-States",">50K"
29,"Private","Bachelors","Never-married","Exec-managerial","Own-child","White","Female",3325,0,10,"United-States","<=50K"
35,"Self-emp-inc","Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
37,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,68,"United-States","<=50K"
36,"Self-emp-not-inc","Assoc-voc","Married-civ-spouse","Farming-fishing","Husband","White","Male",3908,0,75,"United-States","<=50K"
33,"Private","HS-grad","Married-civ-spouse","Sales","Wife","White","Female",0,0,45,"United-States","<=50K"
34,"Private","HS-grad","Divorced","Transport-moving","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
24,"Private","Some-college","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K"
25,"Private","HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
31,"Self-emp-inc","HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States","<=50K"
38,"Private","Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
30,"Private","Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"Mexico",">50K"
35,"Private","HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,32,"United-States","<=50K"
34,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","<=50K"
46,"Private","HS-grad","Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
19,"Local-gov","Some-college","Never-married","Sales","Own-child","White","Female",0,0,16,"United-States","<=50K"
26,"Private","Assoc-acdm","Never-married","Other-service","Own-child","Black","Female",0,0,15,"United-States","<=50K"
28,"Private","Some-college","Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,40,"United-States","<=50K"
47,"Private","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
49,"Local-gov","Masters","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"Europe",">50K"
33,"Self-emp-not-inc","Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
44,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
30,"Private","HS-grad","Never-married","Priv-house-serv","Own-child","White","Female",0,0,40,"South-America","<=50K"
18,"Private","Some-college","Never-married","Other-service","Own-child","Asian-Pac-Islander","Male",0,0,16,"United-States","<=50K"
60,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",3103,0,60,"United-States",">50K"
44,"Private","Masters","Never-married","Exec-managerial","Not-in-family","White","Male",14084,0,56,"United-States",">50K"
43,"State-gov","Some-college","Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
35,"Private","12th","Never-married","Farming-fishing","Not-in-family","White","Male",0,0,20,"United-States","<=50K"
58,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,72,"United-States","<=50K"
32,"Private","Bachelors","Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"Asia","<=50K"
40,"Private","HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,35,"United-States","<=50K"
32,"Private","HS-grad","Never-married","Other-service","Own-child","Black","Female",0,0,40,"United-States","<=50K"
21,"Private","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,1721,35,"United-States","<=50K"
44,"Private","HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",0,0,25,"Mexico","<=50K"
33,"Private","Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1902,45,"United-States",">50K"
25,"Private","Some-college","Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
42,"Private","HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
27,"Private","HS-grad","Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K"
33,"State-gov","Bachelors","Never-married","Prof-specialty","Other-relative","Black","Female",0,0,40,"United-States","<=50K"
50,"Self-emp-not-inc","Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States","<=50K"
50,"Private","Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,50,"United-States",">50K"
46,"Private","Assoc-voc","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States","<=50K"
22,"Private","Assoc-acdm","Never-married","Other-service","Unmarried","White","Female",0,0,35,"United-States","<=50K"
66,"State-gov","Prof-school","Married-civ-spouse","Exec-managerial","Husband","Black","Male",20051,0,55,"United-States",">50K"
52,"Private","HS-grad","Never-married","Other-service","Unmarried","White","Female",0,0,45,"United-States","<=50K"
57,"Self-emp-not-inc","1st-4th","Widowed","Craft-repair","Other-relative","White","Female",0,1602,45,"South-America","<=50K"
41,"Self-emp-not-inc","Assoc-voc","Divorced","Farming-fishing","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
42,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1579,42,"United-States","<=50K"
19,"Private","12th","Never-married","Other-service","Other-relative","White","Female",0,0,30,"United-States","<=50K"
45,"Local-gov","Bachelors","Divorced","Exec-managerial","Unmarried","Black","Female",0,0,60,"United-States","<=50K"
51,"Self-emp-not-inc","12th","Married-civ-spouse","Other-service","Husband","White","Male",0,0,99,"United-States","<=50K"
45,"Self-emp-not-inc","Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,30,"United-States","<=50K"
48,"Private","Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
60,"Federal-gov","Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",7298,0,40,"United-States",">50K"
42,"Private","HS-grad","Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
19,"State-gov","Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,10,"United-States","<=50K"
39,"Self-emp-not-inc","HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,70,"United-States","<=50K"
46,"Private","HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,"United-States",">50K"
58,"Local-gov","HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",3908,0,40,"United-States","<=50K"
36,"Private","Some-college","Divorced","Prof-specialty","Unmarried","White","Female",0,0,45,"United-States","<=50K"
21,"Private","HS-grad","Never-married","Craft-repair","Unmarried","White","Male",0,0,35,"United-States","<=50K"
41,"Private","Prof-school","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
17,"Private","11th","Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
